"Sheet","Pos.","Athlete","18m-1","X.1","18m-2","X.2","Tot.","10","9","Sex","Year","over 50?","Style"
"2014_IQCM","65","WALKER John",277,64,278,64,555,21,33,"M","2014","N","C"
"2014_IQCM","66","WISEMAN Luke",276,75,279,56,555,19,36,"M","2014","N","C"
"2014_IQCM","67","WISEMAN Mark",280,48,275,80,555,0,0,"M","2014","N","C"
"2014_IQCM","68","FLETCHER Anthony",276,75,278,63,554,17,40,"M","2014","N","C"
"2014_IQCM","69","LASZKOWICZ Neil",278,61,276,72,554,15,44,"M","2014","N","C"
"2014_IQCM","70","EDMONDSON James",276,78,278,66,554,14,46,"M","2014","N","C"
"2014_IQCM","71","AUBREY Mike",277,65,276,70,553,21,31,"M","2014","N","C"
"2014_IQCM","72","GROOM Rodney",281,43,271,92,552,18,37,"M","2014","N","C"
"2014_IQCM","73","BLAND Peter",276,72,276,72,552,17,39,"M","2014","N","C"
"2014_IQCM","74","MUMFORD Peter",278,58,274,83,552,16,40,"M","2014","N","C"
"2014_IQCM","75","HARRIS Richard",276,73,276,72,552,15,42,"M","2014","N","C"
"2014_IQCM","76","DALE Matthew",280,47,271,90,551,20,39,"M","2014","N","C"
"2014_IQCM","77","EDWARDS Stephen",276,75,275,79,551,14,43,"M","2014","N","C"
"2014_IQCM","78","HARDING Carl",277,70,273,87,550,0,0,"M","2014","N","C"
"2014_IQCM","79","HARDING Ian",275,80,274,82,549,15,41,"M","2014","N","C"
"2014_IQCM","80","HARRIS Ian",273,87,276,71,549,13,43,"M","2014","N","C"
"2014_IQCM","81","RALLS Luke",283,33,265,99,548,20,36,"M","2014","N","C"
"2014_IQCM","82","CLARKE Jez",274,84,274,81,548,18,40,"M","2014","N","C"
"2014_IQCM","83","FRASER Callum",273,87,275,77,548,12,44,"M","2014","N","C"
"2014_IQCM","83","PODMORE Michael",272,90,276,72,548,12,44,"M","2014","N","C"
"2014_IQCM","85","SPENCER Simon",276,73,271,91,547,16,37,"M","2014","N","C"
"2014_IQCM","86","CHAPMAN William",267,98,279,59,546,12,43,"M","2014","N","C"
"2014_IQCM","87","LOWE Peter",277,67,269,96,546,11,45,"M","2014","N","C"
"2014_IQCM","88","TAYLOR Thomas",273,86,273,86,546,11,44,"M","2014","N","C"
"2014_IQCM","89","COURSE Alan",272,91,272,89,544,6,20,"M","2014","N","C"
"2014_IQCM","90","ROBERTS Paul",262,103,281,47,543,16,33,"M","2014","N","C"
"2014_IQCM","91","CRESSWELL Daniel",274,82,269,95,543,12,38,"M","2014","N","C"
"2014_IQCM","92","GLOVER Ben",269,94,273,85,542,10,42,"M","2014","N","C"
"2014_IQCM","93","BEECH Clive",270,93,271,93,541,15,33,"M","2014","N","C"
"2014_IQCM","94","BOURNE Ollie",277,66,264,101,541,14,35,"M","2014","N","C"
"2014_IQCM","95","MOORE David",269,95,272,88,541,11,41,"M","2014","N","C"
"2014_IQCM","96","INGRAM Matthew",276,71,264,100,540,17,34,"M","2014","N","C"
"2014_IQCM","97","CAVENAGH John",265,100,273,84,538,13,36,"M","2014","N","C"
"2014_IQCM","97","ROSENBAUM Trent",268,96,270,94,538,13,36,"M","2014","N","C"
"2014_IQCM","99","KNIGHT Chris",263,102,275,77,538,11,39,"M","2014","N","C"
"2014_IQCM","100","STANFORD Andrew",266,99,267,97,533,11,35,"M","2014","N","C"
"2014_IQCM","101","WALLINGTON Lloyd",271,92,261,102,532,13,34,"M","2014","N","C"
"2014_IQCM","102","BLISS Matthew",268,97,261,103,529,6,41,"M","2014","N","C"
"2014_IQCM","103","GRANT George",259,105,259,104,518,13,32,"M","2014","N","C"
"2014_IQCM","104","LOCKHART Neil",259,104,252,106,511,14,30,"M","2014","N","C"
"2014_IQCM","105","HARRIS Jamie",263,101,238,107,501,10,31,"M","2014","N","C"
"2014_IQCM","106","READ Si",242,108,256,105,498,5,28,"M","2014","N","C"
"2014_IQCM","107","HOTCHKISS Myer",253,106,237,108,490,6,33,"M","2014","N","C"
"2014_IQCM","108","LEE Jamie",243,107,225,110,468,3,22,"M","2014","N","C"
"2014_IQCM","109","LEE David",236,109,228,109,464,4,22,"M","2014","N","C"
"2014_IQCM","110","KELLY Paul",139,111,267,97,406,11,26,"M","2014","N","C"
"2014_IQCM","111","SADLER Roy",215,110,0,111,215,3,17,"M","2014","N","C"
"2014_IQCW","1","JONES Naomi",290,1,284,5,574,34,26,"W","2014","N","C"
"2014_IQCW","2","GALES Andrea",284,6,286,2,570,30,30,"W","2014","N","C"
"2014_IQCW","3","O'SULLIVAN Lucy",287,2,283,6,570,30,30,"W","2014","N","C"
"2014_IQCW","4","RIGBY Sarah",284,6,286,2,570,30,30,"W","2014","N","C"
"2014_IQCW","5","JENNINGS Claudine",279,19,290,1,569,29,31,"W","2014","N","C"
"2014_IQCW","6","CLASON Stephanie",286,4,281,10,567,28,31,"W","2014","N","C"
"2014_IQCW","7","CORLESS Susan",284,6,283,6,567,27,33,"W","2014","N","C"
"2014_IQCW","8","GREENWOOD Hope",282,11,285,4,567,27,33,"W","2014","N","C"
"2014_IQCW","9","HARRIS Gillian",287,2,277,20,564,24,36,"W","2014","N","C"
"2014_IQCW","10","MUST Emily",281,15,282,8,563,23,37,"W","2014","N","C"
"2014_IQCW","11","BROWN Sophie",282,10,280,11,562,23,36,"W","2014","N","C"
"2014_IQCW","12","BURFITT Pauline",284,6,278,17,562,23,36,"W","2014","N","C"
"2014_IQCW","13","GRINHAM Jodie",284,5,276,22,560,23,34,"W","2014","N","C"
"2014_IQCW","14","BROWN Georgie",282,13,278,15,560,23,33,"W","2014","N","C"
"2014_IQCW","15","RAVENSCROFT Christie-Lee",277,27,282,8,559,19,41,"W","2014","N","C"
"2014_IQCW","16","FOSTER Lizzie",280,17,278,17,558,19,40,"W","2014","N","C"
"2014_IQCW","17","HOLDERNESS Lucy",280,17,278,17,558,19,40,"W","2014","N","C"
"2014_IQCW","18","LENNON Rebecca",281,15,276,21,557,19,39,"W","2014","N","C"
"2014_IQCW","19","GRIFFIN Rebecca",277,24,278,16,555,19,38,"W","2014","N","C"
"2014_IQCW","20","PRIOR Erin",275,32,279,12,554,22,30,"W","2014","N","C"
"2014_IQCW","21","AURORA-SMITH Amyce",275,32,279,13,554,18,38,"W","2014","N","C"
"2014_IQCW","22","SMITH Hollie",282,11,272,35,554,18,38,"W","2014","N","C"
"2014_IQCW","23","MASON Lucy",279,19,275,26,554,16,42,"W","2014","N","C"
"2014_IQCW","24","CHENERY Julie",281,14,272,33,553,19,36,"W","2014","N","C"
"2014_IQCW","25","BROWN Hannah",277,25,276,22,553,16,41,"W","2014","N","C"
"2014_IQCW","26","BARBY Victoria",276,31,276,22,552,15,42,"W","2014","N","C"
"2014_IQCW","27","STRETTON Jessica",276,29,275,29,551,14,43,"W","2014","N","C"
"2014_IQCW","28","SPINKS Abbie",278,21,273,31,551,13,45,"W","2014","N","C"
"2014_IQCW","29","GEORGE Aalin",277,26,272,35,549,14,40,"W","2014","N","C"
"2014_IQCW","30","BLEWETT Rebecca",276,30,273,31,549,13,44,"W","2014","N","C"
"2014_IQCW","31","ANNISON Layla",274,37,275,26,549,12,45,"W","2014","N","C"
"2014_IQCW","32","CARPENTER Isabelle",276,28,272,34,548,17,33,"W","2014","N","C"
"2014_IQCW","33","BELL Joanne",277,23,271,38,548,14,43,"W","2014","N","C"
"2014_IQCW","34","SIMPSON Nichola",269,44,278,14,547,28,31,"W","2014","N","C"
"2014_IQCW","35","ALEXANDER Jacqui",272,39,275,25,547,14,39,"W","2014","N","C"
"2014_IQCW","36","HARDING Laura",275,32,270,44,545,11,43,"W","2014","N","C"
"2014_IQCW","37","PINE Phoebe",272,42,271,37,543,11,44,"W","2014","N","C"
"2014_IQCW","38","PALMER Sally",272,41,271,39,543,10,43,"W","2014","N","C"
"2014_IQCW","39","HARRIS Sheila",274,36,268,45,542,14,36,"W","2014","N","C"
"2014_IQCW","40","TROUT Sarah",273,38,268,46,541,13,36,"W","2014","N","C"
"2014_IQCW","41","HOTCHKISS Patricia",271,43,270,43,541,7,48,"W","2014","N","C"
"2014_IQCW","42","HIGGINS Christine",275,32,265,51,540,12,39,"W","2014","N","C"
"2014_IQCW","43","MARTEL Elizabeth",272,39,266,49,538,12,42,"W","2014","N","C"
"2014_IQCW","44","LOWE Philippa",262,53,275,28,537,12,42,"W","2014","N","C"
"2014_IQCW","45","MCLEAN Elayne",269,45,267,48,536,7,43,"W","2014","N","C"
"2014_IQCW","46","HUTCHINGS Rebecca",262,54,273,30,535,9,39,"W","2014","N","C"
"2014_IQCW","47","GOUGH Joy",262,52,271,39,533,13,34,"W","2014","N","C"
"2014_IQCW","48","SWETMAN Kim",263,49,270,42,533,12,39,"W","2014","N","C"
"2014_IQCW","49","SWORD Michelle",263,50,270,41,533,9,38,"W","2014","N","C"
"2014_IQCW","50","ROBB Kirsty",265,48,267,47,532,6,44,"W","2014","N","C"
"2014_IQCW","51","CASSIDY Charlie",268,46,256,54,524,10,35,"W","2014","N","C"
"2014_IQCW","52","FRITH Jo",263,50,259,53,522,6,34,"W","2014","N","C"
"2014_IQCW","53","BROWN Jill",254,56,266,50,520,5,41,"W","2014","N","C"
"2014_IQCW","54","DARBY-SMYTHE Helen",267,47,251,55,518,7,39,"W","2014","N","C"
"2014_IQCW","55","SARGEANT Bayley",277,22,240,58,517,18,21,"W","2014","N","C"
"2014_IQCW","56","JENKINS Victoria",252,57,261,52,513,9,35,"W","2014","N","C"
"2014_IQCW","57","MARSH Charlene",256,55,249,57,505,10,29,"W","2014","N","C"
"2014_IQCW","58","FOSBERRY Megan",225,59,250,56,475,3,29,"W","2014","N","C"
"2014_IQCW","59","BERTHAM Amanda",242,58,220,59,462,3,20,"W","2014","N","C"
"2014_IQLM","1","GERRARD Llew",229,1,209,2,438,7,9,"M","2014","N","L"
"2014_IQLM","2","HAGON Luke",194,2,221,1,415,5,9,"M","2014","N","L"
"2014_IQLM","3","PAWLIK Marek",187,3,189,4,376,1,11,"M","2014","N","L"
"2014_IQLM","4","RIEMAN Luke",172,4,188,5,360,4,9,"M","2014","N","L"
"2014_IQLM","5","IVES KEELER Max",171,5,184,6,355,3,5,"M","2014","N","L"
"2014_IQLM","6","BRIDGES James",156,7,196,3,352,3,8,"M","2014","N","L"
"2014_IQLM","7","PONTON David",167,6,169,9,336,1,3,"M","2014","N","L"
"2014_IQLM","8","WILLIAMS Danny",147,8,170,8,317,5,7,"M","2014","N","L"
"2014_IQLM","9","HUTCHINS Richard",127,13,175,7,302,1,4,"M","2014","N","L"
"2014_IQLM","10","GRAINGER Garry",138,9,151,11,289,2,6,"M","2014","N","L"
"2014_IQLM","11","SUTHERLAND Kevin",128,12,158,10,286,4,3,"M","2014","N","L"
"2014_IQLM","12","PIKE Edward",130,11,131,12,261,3,2,"M","2014","N","L"
"2014_IQLM","13","EYLES Peter",133,10,115,13,248,2,4,"M","2014","N","L"
"2014_IQLM","14","PRITCHARD Luke",106,14,91,14,197,0,3,"M","2014","N","L"
"2014_IQLW","1","CHARTERS Catriona",167,2,180,3,347,2,5,"W","2014","N","L"
"2014_IQLW","2","WILLIAMS Emily",162,3,184,2,346,4,5,"W","2014","N","L"
"2014_IQLW","3","COUSINS Julie",173,1,155,4,328,1,5,"W","2014","N","L"
"2014_IQLW","4","LANE Jude",134,5,188,1,322,2,4,"W","2014","N","L"
"2014_IQLW","5","BIDDULPH Amanda",160,4,143,5,303,4,1,"W","2014","N","L"
"2014_IQLW","6","STUBBINGS Bernadette",127,6,131,6,258,0,3,"W","2014","N","L"
"2014_IQRM","1","HARDING George",296,1,288,5,584,44,16,"M","2014","N","R"
"2014_IQRM","2","HUSTON Patrick",291,2,292,3,583,44,15,"M","2014","N","R"
"2014_IQRM","3","GODFREY Larry",289,4,292,2,581,46,10,"M","2014","N","R"
"2014_IQRM","4","MORGAN Ashe",291,2,286,9,577,42,15,"M","2014","N","R"
"2014_IQRM","5","DEAK Gergo",288,6,289,4,577,42,13,"M","2014","N","R"
"2014_IQRM","6","SUTHERLAND Gavin",288,7,287,7,575,37,21,"M","2014","N","R"
"2014_IQRM","7","SMITH Mark",289,5,286,12,575,36,21,"M","2014","N","R"
"2014_IQRM","8","EVANS Sean",279,19,293,1,572,35,22,"M","2014","N","R"
"2014_IQRM","9","JUDD Michael",284,8,287,7,571,36,20,"M","2014","N","R"
"2014_IQRM","10","NESBITT Mark",284,8,286,10,570,37,17,"M","2014","N","R"
"2014_IQRM","11","SMITH Alex",282,13,288,5,570,31,28,"M","2014","N","R"
"2014_IQRM","12","BARBY Stuart",282,12,286,11,568,31,26,"M","2014","N","R"
"2014_IQRM","13","WATERWORTH Harrison",279,18,283,15,562,29,24,"M","2014","N","R"
"2014_IQRM","14","FINLAY Ian",280,17,280,18,560,30,21,"M","2014","N","R"
"2014_IQRM","15","WEBB Matthew",284,10,276,28,560,30,20,"M","2014","N","R"
"2014_IQRM","16","POWELL Simon",278,20,281,17,559,31,20,"M","2014","N","R"
"2014_IQRM","17","GONCALVES Jose",283,11,276,27,559,28,24,"M","2014","N","R"
"2014_IQRM","18","HALL Tom",276,28,282,16,558,28,22,"M","2014","N","R"
"2014_IQRM","19","GROUND Joe",274,38,284,13,558,26,26,"M","2014","N","R"
"2014_IQRM","20","FLEMING Gareth",281,14,275,29,556,26,25,"M","2014","N","R"
"2014_IQRM","21","MASEFIELD Jack",272,45,283,14,555,25,28,"M","2014","N","R"
"2014_IQRM","22","HICKSON Alex",281,15,274,36,555,22,32,"M","2014","N","R"
"2014_IQRM","23","GROGAN Jack",275,32,278,20,553,25,25,"M","2014","N","R"
"2014_IQRM","24","HURBAN Vladimir",276,26,277,25,553,25,24,"M","2014","N","R"
"2014_IQRM","25","FOSTER Mike",280,16,271,41,551,26,23,"M","2014","N","R"
"2014_IQRM","26","NOBBS Jack",273,40,278,23,551,25,24,"M","2014","N","R"
"2014_IQRM","27","LYON Nigel",274,36,277,24,551,24,25,"M","2014","N","R"
"2014_IQRM","28","SARMIENTO Florland",277,23,274,38,551,21,29,"M","2014","N","R"
"2014_IQRM","29","CROSS Wayne",276,27,274,34,550,27,19,"M","2014","N","R"
"2014_IQRM","30","PINDER Paul",275,29,275,29,550,23,26,"M","2014","N","R"
"2014_IQRM","31","GRAY Robert",273,39,276,26,549,32,23,"M","2014","N","R"
"2014_IQRM","32","DENNY Brad",270,51,279,19,549,20,30,"M","2014","N","R"
"2014_IQRM","33","DYKE Jonathan",278,21,270,42,548,30,19,"M","2014","N","R"
"2014_IQRM","34","HOLDEN Ryan",274,35,273,39,547,25,23,"M","2014","N","R"
"2014_IQRM","35","LINDLEY Jorge",273,42,274,37,547,21,27,"M","2014","N","R"
"2014_IQRM","36","PHILLIPS David",276,25,270,43,546,24,24,"M","2014","N","R"
"2014_IQRM","37","MONTGOMERY James",274,33,271,40,545,28,20,"M","2014","N","R"
"2014_IQRM","38","ALEXANDER Malcolm",277,23,268,49,545,20,28,"M","2014","N","R"
"2014_IQRM","39","LOWE Bob",275,30,265,58,540,22,27,"M","2014","N","R"
"2014_IQRM","40","VOBE Ollie",266,56,274,35,540,22,19,"M","2014","N","R"
"2014_IQRM","41","KEIR Fraser",275,31,264,62,539,17,30,"M","2014","N","R"
"2014_IQRM","42","BOTTLE Chris",269,52,269,44,538,24,19,"M","2014","N","R"
"2014_IQRM","43","CAUGHEY Struan",271,46,267,51,538,22,21,"M","2014","N","R"
"2014_IQRM","44","HYNDS Frank",272,43,264,63,536,14,31,"M","2014","N","R"
"2014_IQRM","45","THOMSON Stephen",260,77,275,29,535,19,23,"M","2014","N","R"
"2014_IQRM","46","JONES Huw",270,47,265,61,535,18,24,"M","2014","N","R"
"2014_IQRM","47","SUTTON Paul",256,85,278,21,534,23,23,"M","2014","N","R"
"2014_IQRM","48","PETERS Janos",256,86,278,21,534,20,28,"M","2014","N","R"
"2014_IQRM","49","TATE Jonathan",274,34,260,74,534,19,25,"M","2014","N","R"
"2014_IQRM","50","MARTIN Marc",272,44,262,69,534,17,27,"M","2014","N","R"
"2014_IQRM","51","HOWSE Thomas",274,37,259,76,533,21,20,"M","2014","N","R"
"2014_IQRM","52","TROLAN Chris",270,49,263,66,533,15,28,"M","2014","N","R"
"2014_IQRM","53","DAVIES Tim",257,84,275,29,532,25,18,"M","2014","N","R"
"2014_IQRM","54","MALISZEWSKI Tomasz",257,83,275,29,532,19,27,"M","2014","N","R"
"2014_IQRM","55","CURRALL Adrian",270,50,262,68,532,16,26,"M","2014","N","R"
"2014_IQRM","56","GILDER Michael",266,58,266,54,532,16,22,"M","2014","N","R"
"2014_IQRM","57","RELF Jason",263,67,269,45,532,13,28,"M","2014","N","R"
"2014_IQRM","58","HAVRANEK Stephen",264,62,265,59,529,22,24,"M","2014","N","R"
"2014_IQRM","59","FEWZ Tom",261,70,268,46,529,22,16,"M","2014","N","R"
"2014_IQRM","60","NEWTON Samuel",263,64,265,60,528,19,27,"M","2014","N","R"
"2014_IQRM","61","CAINE Andy",273,41,255,86,528,17,26,"M","2014","N","R"
"2014_IQRM","62","PARKER Jonathan",265,61,262,67,527,20,18,"M","2014","N","R"
"2014_IQRM","63","CARR James",260,72,266,55,526,20,20,"M","2014","N","R"
"2014_IQRM","64","FORTNAM William",257,82,268,50,525,16,25,"M","2014","N","R"
"2014_IQRM","65","JONES Huw",269,53,256,83,525,14,26,"M","2014","N","R"
"2014_IQRM","66","CHERRY Bob",266,59,258,77,524,16,22,"M","2014","N","R"
"2014_IQRM","67","BROWNE Paul",256,87,268,47,524,16,21,"M","2014","N","R"
"2014_IQRM","68","WILLETTS Paul",262,68,262,69,524,15,24,"M","2014","N","R"
"2014_IQRM","69","NEWELL Mike",270,48,252,95,522,17,17,"M","2014","N","R"
"2014_IQRM","70","JUDD Stuart",259,79,263,64,522,15,21,"M","2014","N","R"
"2014_IQRM","71","DAY Les",277,22,244,115,521,20,22,"M","2014","N","R"
"2014_IQRM","72","MCDOWELL Paul",265,60,256,80,521,19,25,"M","2014","N","R"
"2014_IQRM","73","PINDER Ryan",252,97,267,52,519,21,18,"M","2014","N","R"
"2014_IQRM","74","DOEL Peter",266,56,253,91,519,15,21,"M","2014","N","R"
"2014_IQRM","75","MELLING Andy",253,92,266,57,519,9,11,"M","2014","N","R"
"2014_IQRM","76","THOMAS-PRAUSE Gareth",260,75,258,78,518,16,19,"M","2014","N","R"
"2014_IQRM","77","JACOBS Kevin",263,65,255,87,518,13,18,"M","2014","N","R"
"2014_IQRM","78","BALL Glyn",257,81,260,72,517,22,22,"M","2014","N","R"
"2014_IQRM","79","MAWHINNEY Matthew",268,54,249,108,517,13,32,"M","2014","N","R"
"2014_IQRM","80","REDBOND Colin",263,63,252,94,515,21,19,"M","2014","N","R"
"2014_IQRM","81","BROWN Matthew",259,78,256,82,515,18,19,"M","2014","N","R"
"2014_IQRM","82","ANSLEY Dug",266,55,249,106,515,12,21,"M","2014","N","R"
"2014_IQRM","83","LAPUZ Jason",255,89,260,73,515,10,24,"M","2014","N","R"
"2014_IQRM","84","HOTRABHVANON Sukrit",252,98,262,71,514,13,23,"M","2014","N","R"
"2014_IQRM","85","LUCAS Tim",260,76,254,89,514,13,19,"M","2014","N","R"
"2014_IQRM","86","REID Chris",263,66,251,98,514,11,25,"M","2014","N","R"
"2014_IQRM","87","WALLACE Des",250,102,263,65,513,14,24,"M","2014","N","R"
"2014_IQRM","88","GARRATT Neill",262,69,251,97,513,14,22,"M","2014","N","R"
"2014_IQRM","89","PARKER Richard",245,111,267,53,512,13,19,"M","2014","N","R"
"2014_IQRM","90","SARTAIN Stuart",252,99,259,75,511,17,21,"M","2014","N","R"
"2014_IQRM","91","MCGAHEY David",260,73,251,96,511,17,19,"M","2014","N","R"
"2014_IQRM","92","ARENAS Benjamin",258,80,253,92,511,13,21,"M","2014","N","R"
"2014_IQRM","93","WILBRAHAM Mark",261,71,249,103,510,13,26,"M","2014","N","R"
"2014_IQRM","94","DEVLIN Andrew",256,87,253,93,509,11,19,"M","2014","N","R"
"2014_IQRM","95","WHITNEY John",250,101,256,80,506,16,23,"M","2014","N","R"
"2014_IQRM","96","NAKO Enrik",249,105,254,90,503,11,19,"M","2014","N","R"
"2014_IQRM","97","NIGHTINGALE Andrew",254,90,249,107,503,9,23,"M","2014","N","R"
"2014_IQRM","98","CURRALL Tom",246,107,256,79,502,15,15,"M","2014","N","R"
"2014_IQRM","99","KERRY Andrew",250,103,251,99,501,8,30,"M","2014","N","R"
"2014_IQRM","100","JEFFS James",244,115,255,85,499,15,16,"M","2014","N","R"
"2014_IQRM","101","HARRISON Dave",253,96,246,111,499,10,21,"M","2014","N","R"
"2014_IQRM","102","SMITH Roger",244,114,255,88,499,9,24,"M","2014","N","R"
"2014_IQRM","103","MURRAY Neil",251,100,246,113,497,11,19,"M","2014","N","R"
"2014_IQRM","104","HUBBER David",254,91,243,116,497,10,19,"M","2014","N","R"
"2014_IQRM","105","BROOKS Andy",249,104,246,114,495,10,19,"M","2014","N","R"
"2014_IQRM","106","RAMOS Paul",228,133,266,56,494,18,21,"M","2014","N","R"
"2014_IQRM","107","LOTE Ross",244,113,250,101,494,15,17,"M","2014","N","R"
"2014_IQRM","108","REID Jacob",253,95,241,122,494,13,20,"M","2014","N","R"
"2014_IQRM","109","BARKER MILL Jude",225,137,268,47,493,17,24,"M","2014","N","R"
"2014_IQRM","110","GILES Richard",253,93,239,125,492,9,5,"M","2014","N","R"
"2014_IQRM","111","BOOTH Anthony",239,122,250,100,489,12,17,"M","2014","N","R"
"2014_IQRM","112","ROSS Stuart",239,121,249,104,488,15,19,"M","2014","N","R"
"2014_IQRM","113","PRIOR John",242,118,246,112,488,12,22,"M","2014","N","R"
"2014_IQRM","114","MOORE Howard",239,123,249,105,488,9,17,"M","2014","N","R"
"2014_IQRM","115","TUSTIN Brian",231,130,255,84,486,15,20,"M","2014","N","R"
